csv_row,csv_file_name,resolved_file_name,file_match_method,status,section_method,matched,not_matched,missing,total_items,missing_processor_values,missing_processor_description_values
152,HP ProLiant ML570 Generation 4 (G4) c04282491.pdf,HP ProLiant ML570 Generation 4 (G4) c04282491.pdf,exact,OK,header,15,0,0,15,,
153,HP Integrity rx4640 Server c04140904.pdf,HP Integrity rx4640 Server c04140904.pdf,exact,OK,header,11,2,1,14,,1.5 GHz Single-Core IIIInnnntttteeeellllA9731A Itanium 2 Processor
154,HP ProLiant DL360p Generation 8 Gen8  North America version QuickSpecs_20260522113347.pdf,HP ProLiant DL360p Generation 8 Gen8  North America version QuickSpecs_20260522113347.pdf,exact,OK,header,70,0,0,70,,
155,HP ProLiant DL360 Generation 5 (G5) c04284194.pdf,HP ProLiant DL360 Generation 5 (G5) c04284194.pdf,exact,OK,header,60,0,0,60,,
156,HPE ProLiant DL385 Gen11 QuickSpecs_20260522113000.pdf,HPE ProLiant DL385 Gen11 QuickSpecs_20260522113000.pdf,exact,OK,header,39,0,0,39,,
157,HPE ProLiant ML150 Generation9 Gen9 QuickSpecs_20260522113653.pdf,HPE ProLiant ML150 Generation9 Gen9 QuickSpecs_20260522113653.pdf,exact,OK,header,44,0,0,44,,
158,HP ProLiant BL45p Generation 2 Server Blade c04123397.pdf,HP ProLiant BL45p Generation 2 Server Blade c04123397.pdf,exact,OK,header,15,0,0,15,,
159,HP ProLiant DL360 Generation 7 QuickSpecs_20260522113732.pdf,HP ProLiant DL360 Generation 7 QuickSpecs_20260522113732.pdf,exact,OK,header,31,0,0,31,,
160,HP ProLiant DL180 Generation 6 c04284378.pdf,HP ProLiant DL180 Generation 6 c04284378.pdf,exact,OK,header,24,0,0,24,,
161,HP ProLiant ML350p Generation 8 Gen8  North America version QuickSpecs_20260522113549.pdf,HP ProLiant ML350p Generation 8 Gen8  North America version QuickSpecs_20260522113549.pdf,exact,OK,header,60,0,0,60,,
162,HPE Alletra Storage Server 4140 QuickSpecs_20260522113012.pdf,HPE Alletra Storage Server 4140 QuickSpecs_20260522113012.pdf,exact,OK,header,42,0,0,42,,
163,HP AlphaServer SC45 Non Federated System Maximum Expansion 512 Processors c04282802.pdf,HP AlphaServer SC45 Non Federated System Maximum Expansion 512 Processors c04282802.pdf,exact,OK,header,2,0,0,2,,
164,HP ProLiant DL360e Generation 8 Gen8  North America version QuickSpecs_20260522113600.pdf,HP ProLiant DL360e Generation 8 Gen8  North America version QuickSpecs_20260522113600.pdf,exact,OK,header,41,0,0,41,,
165,HP ProLiant DL145 c04123428.pdf,HP ProLiant DL145 c04123428.pdf,exact,OK,header,5,0,0,5,,
166,Compaq ProLiant 8500 QuickSpecs_20260522113515.pdf,Compaq ProLiant 8500 QuickSpecs_20260522113515.pdf,exact,OK,fallback,3,0,0,3,,
167,HPE ProLiant DL385 Gen10 Plus v2 - Carrier Grade Supplement QuickSpecs_20260522113746.pdf,HPE ProLiant DL385 Gen10 Plus v2 - Carrier Grade Supplement QuickSpecs_20260522113746.pdf,exact,OK,header,18,0,0,18,,
168,HP ProLiant BL680c Generation 5 Server Blade QuickSpecs_20260522113508.pdf,HP ProLiant BL680c Generation 5 Server Blade QuickSpecs_20260522113508.pdf,exact,OK,header,16,0,0,16,,
169,HP ProLiant DL580 Generation 4 (G4) c04282490.pdf,HP ProLiant DL580 Generation 4 (G4) c04282490.pdf,exact,OK,header,17,0,0,17,,
170,HPE ProLiant DL180 Gen10 Server QuickSpecs_20260522113150.pdf,HPE ProLiant DL180 Gen10 Server QuickSpecs_20260522113150.pdf,exact,OK,header,114,0,0,114,,
171,HP ProLiant ML310e Generation 8 Gen8  North America version QuickSpecs_20260522113705.pdf,HP ProLiant ML310e Generation 8 Gen8  North America version QuickSpecs_20260522113705.pdf,exact,OK,header,16,0,0,16,,
172,HP AlphaServer ES45 c04282817.pdf,HP AlphaServer ES45 c04282817.pdf,exact,OK,header,2,0,0,2,,
173,HP Integrity rx3600 Server c04140688.pdf,HP Integrity rx3600 Server c04140688.pdf,exact,OK,header,5,2,0,7,,
174,HPE Cloudline CL5200 G3 Server  North America version QuickSpecs_20260522113234.pdf,HPE Cloudline CL5200 G3 Server  North America version QuickSpecs_20260522113234.pdf,exact,OK,header,25,1,0,26,,
175,HP ProLiant DL165 Generation 7 (G7) c04282737.pdf,HP ProLiant DL165 Generation 7 (G7) c04282737.pdf,exact,OK,header,41,0,0,41,,
176,HPE ProLiant Compute DL320 Gen12 QuickSpecs_20260522113040.pdf,HPE ProLiant Compute DL320 Gen12 QuickSpecs_20260522113040.pdf,exact,OK,header,58,1,0,59,,
177,HP 9000 rp8440 Server c04140619.pdf,HP 9000 rp8440 Server c04140619.pdf,exact,OK,header,2,1,0,3,,
178,HP ProLiant DL585 Gen7 QuickSpecs_20260522113338.pdf,HP ProLiant DL585 Gen7 QuickSpecs_20260522113338.pdf,exact,OK,header,44,0,0,44,,
179,HPE GL10 IoT Gateway Series QuickSpecs_20260522113531.pdf,HPE GL10 IoT Gateway Series QuickSpecs_20260522113531.pdf,exact,OK,header,3,0,0,3,,
180,HPE Cloudline CL5800 Gen9 Server QuickSpecs_20260522113443.pdf,HPE Cloudline CL5800 Gen9 Server QuickSpecs_20260522113443.pdf,exact,OK,header,8,0,0,8,,
181,Compaq ProLiant ML370 c04282251.pdf,Compaq ProLiant ML370 c04282251.pdf,exact,OK,fallback,2,0,0,2,,
182,HPE ProLiant XL190r Gen10 Server QuickSpecs_20260522113434.pdf,HPE ProLiant XL190r Gen10 Server QuickSpecs_20260522113434.pdf,exact,OK,header,106,0,0,106,,
183,HPE Integrity BL890c i4 Server Blade QuickSpecs_20260522113339.pdf,HPE Integrity BL890c i4 Server Blade QuickSpecs_20260522113339.pdf,exact,OK,header,11,0,0,11,,
184,HP ProLiant BL480c Server Blade c04111737.pdf,HP ProLiant BL480c Server Blade c04111737.pdf,exact,OK,header,45,0,0,45,,
185,HPE ProLiant ML10 v2 Server North America version c04567802.pdf,HPE ProLiant ML10 v2 Server North America version c04567802.pdf,exact,OK,header,2,0,0,2,,
186,HP ProLiant DL385 Generation 7  North America version QuickSpecs_20260522113537.pdf,HP ProLiant DL385 Generation 7  North America version QuickSpecs_20260522113537.pdf,exact,OK,header,45,0,0,45,,
187,HP ProLiant DL585 c04283148.pdf,HP ProLiant DL585 c04283148.pdf,exact,OK,header,15,0,0,15,,
188,HPE Compute Edge Server e920t QuickSpecs_20260522113103.pdf,HPE Compute Edge Server e920t QuickSpecs_20260522113103.pdf,exact,OK,header,37,0,0,37,,
189,HPE ProLiant ML350 Gen11 QuickSpecs_20260522113106.pdf,HPE ProLiant ML350 Gen11 QuickSpecs_20260522113106.pdf,exact,OK,header,120,0,0,120,,
190,HP 9000 rp4410 Server c04283255.pdf,HP 9000 rp4410 Server c04283255.pdf,exact,OK,header,0,0,1,1,,"Server model number rp4410 Server Product Numbers PA 8900 Two core, 2 processor Capable Base System: Base system with one active A9955A PA-8900 800-MHz core and one inactive PA 8900 800 MHz core."
191,HPE ProLiant DL385p Generation 8 (Gen8)-c04222529.pdf,HPE ProLiant DL385p Generation 8 (Gen8)-c04222529.pdf,exact,OK,header,20,0,0,20,,
192,HP ProLiant BL460c Generation 8 Gen8 Server Blade- Carrier Grade Supplement  North America version QuickSpecs_20260522113535.pdf,HP ProLiant BL460c Generation 8 Gen8 Server Blade- Carrier Grade Supplement  North America version QuickSpecs_20260522113535.pdf,exact,OK,header,48,0,0,48,,
193,HPE Machine Learning Development System QuickSpecs_20260522113037.pdf,HPE Machine Learning Development System QuickSpecs_20260522113037.pdf,exact,OK,header,10,0,0,10,,
194,HP ProLiant DL360 Generation 4p G4p QuickSpecs_20260522113457.pdf,HP ProLiant DL360 Generation 4p G4p QuickSpecs_20260522113457.pdf,exact,OK,header,12,0,0,12,,
195,HP ProLiant SL230s Generation8 (Gen8) North America version c04128238.pdf,HP ProLiant SL230s Generation8 (Gen8) North America version c04128238.pdf,exact,OK,header,40,0,0,40,,
196,HPE ProLiant DL380 Gen10 Server QuickSpecs_20260522113142.pdf,HPE ProLiant DL380 Gen10 Server QuickSpecs_20260522113142.pdf,exact,OK,header,238,0,0,238,,
197,Compaq ProLiant 6000 Pentium II Xeon Models c04282153.pdf,Compaq ProLiant 6000 Pentium II Xeon Models c04282153.pdf,exact,OK,fallback,5,3,0,8,,
198,HP ProLiant DL145 Generation 2 (G2) c04283236.pdf,HP ProLiant DL145 Generation 2 (G2) c04283236.pdf,exact,OK,header,5,0,0,5,,
199,HP ProLiant ML330 Generation 3 QuickSpecs_20260522113350.pdf,HP ProLiant ML330 Generation 3 QuickSpecs_20260522113350.pdf,exact,OK,header,6,0,0,6,,
200,HPE ProLiant MicroServer Gen11 QuickSpecs_20260522113147.pdf,HPE ProLiant MicroServer Gen11 QuickSpecs_20260522113147.pdf,exact,OK,header,6,0,0,6,,
201,HPE ProLiant DL160 Gen10 Server QuickSpecs_20260522113145.pdf,HPE ProLiant DL160 Gen10 Server QuickSpecs_20260522113145.pdf,exact,OK,header,116,0,0,116,,
202,HPE Apollo 4200 Gen10 Server QuickSpecs_20260522113303.pdf,HPE Apollo 4200 Gen10 Server QuickSpecs_20260522113303.pdf,exact,OK,header,76,0,0,76,,
203,HP ProLiant SL2x170z Generation 6 (G6) c04282700.pdf,HP ProLiant SL2x170z Generation 6 (G6) c04282700.pdf,exact,OK,header,44,0,0,44,,
204,HP ProLiant DL380 Generation 5 (G5) c04282492.pdf,HP ProLiant DL380 Generation 5 (G5) c04282492.pdf,exact,OK,header,49,0,0,49,,
205,HPE ProLiant DL360 Generation9 Gen9 Carrier Grade Supplement QuickSpecs_20260522113355.pdf,HPE ProLiant DL360 Generation9 Gen9 Carrier Grade Supplement QuickSpecs_20260522113355.pdf,exact,OK,header,32,0,0,32,,
206,HPE Cloudline CL2800 Gen10 Server QuickSpecs_20260522113542.pdf,HPE Cloudline CL2800 Gen10 Server QuickSpecs_20260522113542.pdf,exact,OK,header,91,0,0,91,,
207,HPE ProLiant DL360 Gen10 Plus server QuickSpecs_20260522113154.pdf,HPE ProLiant DL360 Gen10 Plus server QuickSpecs_20260522113154.pdf,exact,OK,header,72,0,1,73,,Platinum 8351N 2.4 GHz 36 54 MB 225W N/A 2933 MT/s 64GB Processor
208,Compaq ProLiant ML370 Generation 2 (G2) c04282771.pdf,Compaq ProLiant ML370 Generation 2 (G2) c04282771.pdf,exact,OK,fallback,1,0,0,1,,
209,HPE ProLiant DX360 Gen10 Plus server QuickSpecs_20260522113208.pdf,HPE ProLiant DX360 Gen10 Plus server QuickSpecs_20260522113208.pdf,exact,OK,header,63,0,0,63,,
210,HP ProLiant BL20p p Class Server Blade c04282922.pdf,HP ProLiant BL20p p Class Server Blade c04282922.pdf,exact,OK,header,2,0,0,2,,
211,Compaq ProLiant ML570 QuickSpecs_20260522113608.pdf,Compaq ProLiant ML570 QuickSpecs_20260522113608.pdf,exact,OK,fallback,3,0,0,3,,
212,HPE ProLiant ML350 Generation9 Gen9 QuickSpecs_20260522113249.pdf,HPE ProLiant ML350 Generation9 Gen9 QuickSpecs_20260522113249.pdf,exact,OK,header,88,0,0,88,,
213,HPE ProLiant e910 Server Blade QuickSpecs_20260522113524.pdf,HPE ProLiant e910 Server Blade QuickSpecs_20260522113524.pdf,exact,OK,header,57,0,0,57,,
214,Compaq AlphaServer DS10 (466 MHz) Compaq AlphaStation DS10 (466 MHz) c04282382.pdf,Compaq AlphaServer DS10 (466 MHz) Compaq AlphaStation DS10 (466 MHz) c04282382.pdf,exact,OK,fallback,2,0,0,2,,
215,HP ProLiant DL585 Generation 5 c04282646.pdf,HP ProLiant DL585 Generation 5 c04282646.pdf,exact,OK,header,35,0,0,35,,
216,HPE Integrity BL870c i4 Server Blade QuickSpecs_20260522113416.pdf,HPE Integrity BL870c i4 Server Blade QuickSpecs_20260522113416.pdf,exact,OK,header,11,0,0,11,,
217,HPE Alletra Storage Server 4210 QuickSpecs_20260522113009.pdf,HPE Alletra Storage Server 4210 QuickSpecs_20260522113009.pdf,exact,OK,header,49,0,0,49,,
218,HP ProLiant BL490c Generation 6 (G6) Server Blade c04284368.pdf,HP ProLiant BL490c Generation 6 (G6) Server Blade c04284368.pdf,exact,OK,header,16,0,0,16,,
219,HPE Apollo 2000 Gen10 Plus System QuickSpecs_20260522113159.pdf,HPE Apollo 2000 Gen10 Plus System QuickSpecs_20260522113159.pdf,exact,OK,header,131,0,0,131,,
220,Compaq AlphaServer ES40 Cluster Base System c04282282.pdf,Compaq AlphaServer ES40 Cluster Base System c04282282.pdf,exact,NO PROCESSOR DATA IN CSV ROW,,0,0,0,0,,
221,HPE ProLiant XL260a Gen9 Server QuickSpecs_20260522113406.pdf,HPE ProLiant XL260a Gen9 Server QuickSpecs_20260522113406.pdf,exact,OK,header,19,0,0,19,,
222,HPE Integrity Superdome X QuickSpecs_20260522113611.pdf,HPE Integrity Superdome X QuickSpecs_20260522113611.pdf,exact,OK,header,37,11,0,48,,
223,HPE ProLiant XL170r Gen9 Server QuickSpecs_20260522113858.pdf,HPE ProLiant XL170r Gen9 Server QuickSpecs_20260522113858.pdf,exact,OK,header,89,0,0,89,,
224,HPE ProLiant DX360 Gen11 QuickSpecs_20260522113020.pdf,HPE ProLiant DX360 Gen11 QuickSpecs_20260522113020.pdf,exact,OK,header,125,1,2,128,Plainum8452Y1 | Plainum8460Y1+2,
225,Compaq AlphaServer GS80 (731 MHz) c04282289.pdf,Compaq AlphaServer GS80 (731 MHz) c04282289.pdf,exact,OK,fallback,2,0,0,2,,
226,HPE Cloudline CL1100 G3 208S Server c04542557.pdf,HPE Cloudline CL1100 G3 208S Server c04542557.pdf,exact,OK,header,15,0,0,15,,
227,HPE ProLiant DL160 Generation9 Gen9 QuickSpecs_20260522113321.pdf,HPE ProLiant DL160 Generation9 Gen9 QuickSpecs_20260522113321.pdf,exact,OK,header,50,0,0,50,,
228,HPE ProLiant DL365 Gen10 Plus - Carrier Grade Supplement QuickSpecs_20260522113845.pdf,HPE ProLiant DL365 Gen10 Plus - Carrier Grade Supplement QuickSpecs_20260522113845.pdf,exact,OK,header,16,0,0,16,,
229,HPE Cloudline CL5200 Gen9 Server QuickSpecs_20260522113218.pdf,HPE Cloudline CL5200 Gen9 Server QuickSpecs_20260522113218.pdf,exact,OK,header,15,1,0,16,,
230,HPE ProLiant DL320e Generation 8 Gen8 v2  North America version QuickSpecs_20260522113219.pdf,HPE ProLiant DL320e Generation 8 Gen8 v2  North America version QuickSpecs_20260522113219.pdf,exact,OK,header,33,0,0,33,,
231,HP ProLiant BL620c Gen7 Server Blade  North America version QuickSpecs_20260522113326.pdf,HP ProLiant BL620c Gen7 Server Blade  North America version QuickSpecs_20260522113326.pdf,exact,OK,header,14,0,0,14,,
232,HP ProLiant DL165 Generation 6 (G6) c04284455.pdf,HP ProLiant DL165 Generation 6 (G6) c04284455.pdf,exact,OK,header,13,0,0,13,,
233,HP ProLiant BL465c Generation 5 (G5) Server Blade c04282611.pdf,HP ProLiant BL465c Generation 5 (G5) Server Blade c04282611.pdf,exact,OK,header,19,0,0,19,,
234,HP 9000 rp3440 Server c04283185.pdf,HP 9000 rp3440 Server c04283185.pdf,exact,OK,header,7,0,1,8,,"Server model number rp3440 Server Product Numbers PA 8900 Two-core, 2-processor Capable Base System: A9952A With one active PA-8900 800-MHz core and one inactive PA 8900 800 MHz core."
235,HP ProLiant DL380p Generation 8 Gen8 Carrier Grade Supplement  North America version QuickSpecs_20260522113256.pdf,HP ProLiant DL380p Generation 8 Gen8 Carrier Grade Supplement  North America version QuickSpecs_20260522113256.pdf,exact,OK,header,34,0,0,34,,
236,HP Integrity BL860c Server Blade c04140645.pdf,HP Integrity BL860c Server Blade c04140645.pdf,exact,OK,header,8,0,0,8,,
237,HP Cloudline CL1100 G3 208S Server North America version c04542560.pdf,HP Cloudline CL1100 G3 208S Server North America version c04542560.pdf,exact,OK,header,15,0,0,15,,
238,Compaq ProLiant DL360 Generation 2 c04283870.pdf,Compaq ProLiant DL360 Generation 2 c04283870.pdf,exact,OK,header,2,0,0,2,,
239,HPE Apollo 35 System QuickSpecs_20260522113429.pdf,HPE Apollo 35 System QuickSpecs_20260522113429.pdf,exact,OK,header,18,0,0,18,,
240,HP Integrity rx7620 Server c04283090.pdf,HP Integrity rx7620 Server c04283090.pdf,exact,OK,header,8,6,0,14,,
241,HP ProLiant BL495c Generation 5 (G5) Server Blade c04284312.pdf,HP ProLiant BL495c Generation 5 (G5) Server Blade c04284312.pdf,exact,OK,header,22,0,0,22,,
242,HP ProLiant ML110 Generation 3 (G3) c04283258.pdf,HP ProLiant ML110 Generation 3 (G3) c04283258.pdf,exact,OK,header,8,0,0,8,,
243,HPE ProLiant DL360 Gen10 Server QuickSpecs_20260522113028.pdf,HPE ProLiant DL360 Gen10 Server QuickSpecs_20260522113028.pdf,exact,OK,header,232,0,1,233,,Gold 6126 P rocessor 2.6 GHz 12 19.25 MB 125W 3 @ 10.4 GT/s 2666 MT/s 768GB
244,HP ProLiant BL35p Server Blade c04140790.pdf,HP ProLiant BL35p Server Blade c04140790.pdf,exact,OK,header,5,0,0,5,,
245,HP ProLiant DL380 Generation 6 (G6) c04282582.pdf,HP ProLiant DL380 Generation 6 (G6) c04282582.pdf,exact,OK,header,33,0,0,33,,
246,HPE ProLiant DX560 Gen10 Server QuickSpecs_20260522113325.pdf,HPE ProLiant DX560 Gen10 Server QuickSpecs_20260522113325.pdf,exact,OK,header,68,0,0,68,,
247,HP AlphaServer DS20L c04282845.pdf,HP AlphaServer DS20L c04282845.pdf,exact,OK,header,2,0,0,2,,
248,HPE ProLiant ML110 Gen10 Server QuickSpecs_20260522113834.pdf,HPE ProLiant ML110 Gen10 Server QuickSpecs_20260522113834.pdf,exact,OK,header,40,0,0,40,,
249,HPE Cloudline CL7100 Server  North America version QuickSpecs_20260522113444.pdf,HPE Cloudline CL7100 Server  North America version QuickSpecs_20260522113444.pdf,exact,OK,header,14,0,1,15,,Intel Xeon E5-2600 v4 CPUs 5.12V DC Blind Mate Connector
250,HP ProLiant SL170z Generation 6 (G6) c04284429.pdf,HP ProLiant SL170z Generation 6 (G6) c04284429.pdf,exact,OK,header,44,0,0,44,,
251,Compaq AlphaServer TS10 c04282917.pdf,Compaq AlphaServer TS10 c04282917.pdf,exact,OK,header,2,0,0,2,,
252,HPE ProLiant MicroServer Gen10 Plus QuickSpecs_20260522113151.pdf,HPE ProLiant MicroServer Gen10 Plus QuickSpecs_20260522113151.pdf,exact,OK,header,4,0,0,4,,
253,HPE ProLiant XL230k Gen10 Server QuickSpecs_20260522113751.pdf,HPE ProLiant XL230k Gen10 Server QuickSpecs_20260522113751.pdf,exact,OK,header,100,1,1,102,,Gold 6250 Processor 3.9 GHz 8 35.75 MB 185W UPI DDR4
254,HPE ProLiant XL740f Server QuickSpecs_20260522113843.pdf,HPE ProLiant XL740f Server QuickSpecs_20260522113843.pdf,exact,OK,header,22,0,0,22,,
