file_name,has_processor,has_processor_description,issue_category,note
HP ProLiant ML110 Generation 7 (G7) c04284861.pdf,True,True,OK,
HP ProLiant ML110 Generation 7 North America version c04286751.pdf,True,True,OK,
HP ProLiant ML110 c04283113.pdf,True,True,OK,
HP ProLiant ML115 Generation 5 c04282645.pdf,True,True,OK,
HP ProLiant ML115 c04282558.pdf,True,True,OK,
HP ProLiant ML150 Generation 2 (G2) c04283204.pdf,False,True,REVIEW_DESCRIPTION_ONLY,"Processor description text found, but no short model code could be parsed from it (common for older pre-2010 QuickSpecs that describe processors in prose, e.g. 'Intel Xeon 3.0 GHz processor standard', with no distinct model number). Description is available; processor short-code is not."
HP ProLiant ML150 Generation 3 c04282509.pdf,True,True,OK,
HP ProLiant ML150 Generation 6 c04282681.pdf,True,True,OK,
HP ProLiant ML310 Generation 2 (G2) c04284154.pdf,True,True,OK,
HP ProLiant ML310 Generation 3 (G3) c04284178.pdf,True,True,OK,
HP ProLiant ML310 Generation 4 c04284218.pdf,True,True,OK,
HP ProLiant ML310 Generation 5 (G5) c04284260.pdf,True,True,OK,
HP ProLiant ML310 Generation 5p (G5p) c04284357.pdf,True,True,OK,
HP ProLiant ML310 QuickSpecs_20260522113658.pdf,False,True,REVIEW_DESCRIPTION_ONLY,"Processor description text found, but no short model code could be parsed from it (common for older pre-2010 QuickSpecs that describe processors in prose, e.g. 'Intel Xeon 3.0 GHz processor standard', with no distinct model number). Description is available; processor short-code is not."
HP ProLiant ML310e Generation 8 (Gen8) c04123217.pdf,True,True,OK,
HP ProLiant ML310e Generation 8 Gen8  North America version QuickSpecs_20260522113705.pdf,True,True,OK,
HP ProLiant ML330 Generation 3 c04283012.pdf,False,True,REVIEW_DESCRIPTION_ONLY,"Processor description text found, but no short model code could be parsed from it (common for older pre-2010 QuickSpecs that describe processors in prose, e.g. 'Intel Xeon 3.0 GHz processor standard', with no distinct model number). Description is available; processor short-code is not."
HP ProLiant ML330 Generation 6 c04282696.pdf,True,True,OK,
HP ProLiant ML350 Generation 3 QuickSpecs_20260522113349.pdf,False,True,REVIEW_DESCRIPTION_ONLY,"Processor description text found, but no short model code could be parsed from it (common for older pre-2010 QuickSpecs that describe processors in prose, e.g. 'Intel Xeon 3.0 GHz processor standard', with no distinct model number). Description is available; processor short-code is not."
HP ProLiant ML350 Generation 4 (G4) c04284115.pdf,False,True,REVIEW_DESCRIPTION_ONLY,"Processor description text found, but no short model code could be parsed from it (common for older pre-2010 QuickSpecs that describe processors in prose, e.g. 'Intel Xeon 3.0 GHz processor standard', with no distinct model number). Description is available; processor short-code is not."
HP ProLiant ML350 Generation 4p (G4p) c04284160.pdf,False,True,REVIEW_DESCRIPTION_ONLY,"Processor description text found, but no short model code could be parsed from it (common for older pre-2010 QuickSpecs that describe processors in prose, e.g. 'Intel Xeon 3.0 GHz processor standard', with no distinct model number). Description is available; processor short-code is not."
HP ProLiant ML350 Generation 5 (G5) c04284193.pdf,True,True,OK,
HP ProLiant ML350 Generation 6 (G6) c04200238.pdf,True,True,OK,
HP ProLiant ML350e Generation 8 (Gen8) c04123216.pdf,True,True,OK,
HP ProLiant ML350e Generation 8 (Gen8) v2 North America version c04128081.pdf,True,True,OK,
HP ProLiant ML350e Generation 8 (Gen8) v2 c04123133.pdf,True,True,OK,
HP ProLiant ML350e Generation 8 Gen8  North America version QuickSpecs_20260522113313.pdf,True,True,OK,
HP ProLiant ML350p Generation 8 (Gen8) c04123166.pdf,True,True,OK,
HP ProLiant ML350p Generation 8 Gen8  North America version QuickSpecs_20260522113549.pdf,True,True,OK,
HP ProLiant ML370 Generation 3 c04281761.pdf,False,True,REVIEW_DESCRIPTION_ONLY,"Processor description text found, but no short model code could be parsed from it (common for older pre-2010 QuickSpecs that describe processors in prose, e.g. 'Intel Xeon 3.0 GHz processor standard', with no distinct model number). Description is available; processor short-code is not."
HP ProLiant ML370 Generation 5 (G5) c04282493.pdf,True,True,OK,
HP ProLiant ML530 Generation 2 c04282873.pdf,False,True,REVIEW_DESCRIPTION_ONLY,"Processor description text found, but no short model code could be parsed from it (common for older pre-2010 QuickSpecs that describe processors in prose, e.g. 'Intel Xeon 3.0 GHz processor standard', with no distinct model number). Description is available; processor short-code is not."
HP ProLiant ML570 Generation 2 QuickSpecs_20260522113427.pdf,False,True,REVIEW_DESCRIPTION_ONLY,"Processor description text found, but no short model code could be parsed from it (common for older pre-2010 QuickSpecs that describe processors in prose, e.g. 'Intel Xeon 3.0 GHz processor standard', with no distinct model number). Description is available; processor short-code is not."
HP ProLiant ML570 Generation 3 (G3) c04283234.pdf,True,True,OK,
HP ProLiant ML570 Generation 4 (G4) c04282491.pdf,True,True,OK,
HP ProLiant MicroServer North America version c04111079.pdf,False,True,REVIEW_DESCRIPTION_ONLY,"Processor description text found, but no short model code could be parsed from it (common for older pre-2010 QuickSpecs that describe processors in prose, e.g. 'Intel Xeon 3.0 GHz processor standard', with no distinct model number). Description is available; processor short-code is not."
HP ProLiant MicroServer QuickSpecs_20260522113522.pdf,False,True,REVIEW_DESCRIPTION_ONLY,"Processor description text found, but no short model code could be parsed from it (common for older pre-2010 QuickSpecs that describe processors in prose, e.g. 'Intel Xeon 3.0 GHz processor standard', with no distinct model number). Description is available; processor short-code is not."
HP ProLiant SL160s Generation 6 c04284546.pdf,True,True,OK,
HP ProLiant SL160z Generation 6 (G6) c04284459.pdf,True,True,OK,
HP ProLiant SL165s Generation 7 (G7) c04284859.pdf,True,True,OK,
HP ProLiant SL165z Generation 6 c04284488.pdf,True,True,OK,
HP ProLiant SL165z Generation 7 c04284493.pdf,True,True,OK,
HP ProLiant SL170s Generation 6 (G6) c04284855.pdf,True,True,OK,
HP ProLiant SL170z Generation 6 (G6) c04284429.pdf,True,True,OK,
HP ProLiant SL230s Generation8 (Gen8) North America version c04128238.pdf,True,True,OK,
HP ProLiant SL230s Generation8 (Gen8) c04123236.pdf,True,True,OK,
HP ProLiant SL250s Generation 8 (Gen8) North America version c04128237.pdf,True,True,OK,
HP ProLiant SL250s Generation 8 (Gen8) c04123235.pdf,True,True,OK,
HP ProLiant SL2x170z Generation 6 (G6) c04282700.pdf,True,True,OK,
HP ProLiant SL335s Generation 7 (G7) c04284860.pdf,True,True,OK,
HP ProLiant SL390s Generation 7 (G7) North America version c04128190.pdf,True,True,OK,
HP ProLiant SL390s Generation 7 (G7) c04123322.pdf,True,True,OK,
HP ProLiant SL4540 Generation 8 (Gen8) Server c04315108.pdf,True,True,OK,
HP ProLiant SL4545 Generation7 (G7) Server North America version c04128154.pdf,True,True,OK,
HP ProLiant SL4545 Generation7 (G7) Server c04123203.pdf,True,True,OK,
HP ProLiant WS460c Generation 6 (G6) Workstation Blade c04282707.pdf,True,True,OK,
HP ProLiant XL220a Gen8 v2 Server c04293374.pdf,True,True,OK,
HP ProLiant XL740f Server North America version c04392927.pdf,True,True,OK,
HP SL2500 Scalable System North America version c04152619.pdf,True,True,OK,
HP SL2500 Scalable System c04154328.pdf,True,True,OK,
HP Server tc2120 c04282906.pdf,True,True,OK,
HP StorageWorks Data Protection Suite for Backup and Restore c04123305.pdf,False,False,NOT_A_COMPUTE_PRODUCT,"No processor-related keyword found anywhere in document (likely a storage/networking/switch product with no CPU section) - expected, not a defect."
HP server cx2600 c04282468.pdf,False,True,REVIEW_DESCRIPTION_ONLY,"Processor description text found, but no short model code could be parsed from it (common for older pre-2010 QuickSpecs that describe processors in prose, e.g. 'Intel Xeon 3.0 GHz processor standard', with no distinct model number). Description is available; processor short-code is not."
HPE Alletra Storage Server 4110 QuickSpecs_20260522113111.pdf,True,True,OK,
HPE Alletra Storage Server 4120 QuickSpecs_20260522113011.pdf,True,True,OK,
HPE Alletra Storage Server 4140 QuickSpecs_20260522113012.pdf,True,True,OK,
HPE Alletra Storage Server 4210 QuickSpecs_20260522113009.pdf,True,True,OK,
HPE Apollo 2000 Chassis North America version c04542554.pdf,False,True,REVIEW_DESCRIPTION_ONLY,"Processor description text found, but no short model code could be parsed from it (common for older pre-2010 QuickSpecs that describe processors in prose, e.g. 'Intel Xeon 3.0 GHz processor standard', with no distinct model number). Description is available; processor short-code is not."
HPE Apollo 2000 Chassis QuickSpecs_20260522113543.pdf,False,True,REVIEW_DESCRIPTION_ONLY,"Processor description text found, but no short model code could be parsed from it (common for older pre-2010 QuickSpecs that describe processors in prose, e.g. 'Intel Xeon 3.0 GHz processor standard', with no distinct model number). Description is available; processor short-code is not."
HPE Apollo 2000 Gen10 Plus System a00056110enw.pdf,True,True,OK,
HPE Apollo 35 System a00047738enw.pdf,True,True,OK,
HPE Apollo 35 v2 System a00073542enw.pdf,True,True,OK,
HPE Apollo 4200 Gen10 Plus System QuickSpecs_20260522113034.pdf,True,True,OK,
HPE Apollo 4200 Gen10 Server QuickSpecs_20260522113303.pdf,True,True,OK,
HPE Apollo 4200 Gen9 Server QuickSpecs_20260522113301.pdf,True,True,OK,
HPE Apollo 4510 Gen10 System QuickSpecs_20260522113259.pdf,True,True,OK,
HPE Apollo 6000 Chassis North America version c04330567.pdf,False,False,REVIEW_NO_STRUCTURED_MATCH,Document mentions processor/CPU-family keywords but no line matched the structured description pattern (part number / GHz / family name). Needs manual check - may be a new/unhandled text format.
HPE Apollo 6000 Chassis c04293373.pdf,False,True,REVIEW_DESCRIPTION_ONLY,"Processor description text found, but no short model code could be parsed from it (common for older pre-2010 QuickSpecs that describe processors in prose, e.g. 'Intel Xeon 3.0 GHz processor standard', with no distinct model number). Description is available; processor short-code is not."
HPE Apollo 6000 Power Shelf QuickSpecs_20260522113358.pdf,False,False,NOT_A_COMPUTE_PRODUCT,"No processor-related keyword found anywhere in document (likely a storage/networking/switch product with no CPU section) - expected, not a defect."
HPE Apollo 6500 Gen10 System a00039976enw.pdf,True,True,OK,
HPE Apollo 6500 c05069179.pdf,True,True,OK,
HPE Apollo 80 a00094636enw.pdf,False,False,REVIEW_NO_STRUCTURED_MATCH,Document mentions processor/CPU-family keywords but no line matched the structured description pattern (part number / GHz / family name). Needs manual check - may be a new/unhandled text format.
HPE Apollo 8000 iCDU Rack c04293377.pdf,True,True,OK,
HPE Apollo k6000 Chassis QuickSpecs_20260522113558.pdf,False,False,REVIEW_NO_STRUCTURED_MATCH,Document mentions processor/CPU-family keywords but no line matched the structured description pattern (part number / GHz / family name). Needs manual check - may be a new/unhandled text format.
HPE Apollo kl20 Server a00018440enw.pdf,True,True,OK,
HPE Apollo sx40 Server a00016717enw.pdf,True,True,OK,
HPE Apollo w6000 Chassis a00019890enw.pdf,False,False,NOT_A_COMPUTE_PRODUCT,"No processor-related keyword found anywhere in document (likely a storage/networking/switch product with no CPU section) - expected, not a defect."
HPE Cloudline CL1100 G3 208S Server c04542557.pdf,True,True,OK,
HPE Cloudline CL2100 G3 Server c04542563.pdf,True,True,OK,
HPE Cloudline CL2100 Gen10 Server QuickSpecs_20260522113637.pdf,True,True,OK,
HPE Cloudline CL2200 G3 1211R Server North America version c04542579.pdf,True,True,OK,
HPE Cloudline CL2200 G3 1211R Server c04542575.pdf,True,True,OK,
HPE Cloudline CL2200 Gen10 Server a00028294enw.pdf,True,True,OK,
HPE Cloudline CL2600 Gen10 Server QuickSpecs_20260522113451.pdf,True,True,OK,
HPE Cloudline CL2800 Gen10 Server a00056105enw.pdf,True,True,OK,
HPE Cloudline CL3100 G3 Server North America version c05065972.pdf,True,True,OK,
HPE Cloudline CL3100 G3 Server c05065961.pdf,True,True,OK,
HPE Cloudline CL3100 Gen10 Server QuickSpecs_20260522113440.pdf,True,True,OK,
HPE Cloudline CL3150 Gen10 Server a00018441enw.pdf,True,True,OK,
HPE Cloudline CL4100 Gen10 Server a00056113enw.pdf,True,True,OK,
HPE Cloudline CL5200 G3 Server  North America version QuickSpecs_20260522113234.pdf,True,True,OK,
HPE Cloudline CL5200 Gen9 Server North America version c05150291.pdf,True,True,OK,
HPE Cloudline CL5200 Gen9 Server c04950944.pdf,True,True,OK,
HPE Cloudline CL5800 Gen10 Server a00073539enw.pdf,True,True,OK,
HPE Cloudline CL5800 Gen9 Server a00056104enw.pdf,True,True,OK,
HPE Cloudline CL7100 Server  North America version QuickSpecs_20260522113444.pdf,True,True,OK,
HPE Cloudline CL7100 Server c05065973.pdf,True,True,OK,
HPE Compute Edge Server e920 a50002588enw.pdf,True,True,OK,
HPE Compute Edge Server e920d QuickSpecs_20260522113139.pdf,True,True,OK,
HPE Compute Edge Server e920t QuickSpecs_20260522113103.pdf,True,True,OK,
HPE Compute Edge Server e930t a50007027enw.pdf,True,True,OK,
HPE Compute Scale up Server 3200 a50004268enw.pdf,True,True,OK,
HPE Compute Scale-up Server 3250 QuickSpecs_20260522113027.pdf,True,True,OK,
HPE Cray Storage Systems C500 a50007029enw.pdf,True,True,OK,
HPE Cray Supercomputers a00094639enw.pdf,True,True,OK,
HPE Cray Supercomputing EX a00094635enw.pdf,True,True,OK,
HPE Cray Supercomputing Storage Systems E2000 QuickSpecs_20260522113015.pdf,True,True,OK,
HPE Cray Supercomputing XD670 a50004292enw.pdf,True,True,OK,
HPE Cray XD2000 QuickSpecs_20260522113053.pdf,True,True,OK,
HPE Cray XD670 QuickSpecs_20260522113045.pdf,True,True,OK,
HPE Cray XD675 QuickSpecs_20260522113134.pdf,True,True,OK,
HPE Edgeline EL1000 Converged Edge System c05211199.pdf,True,True,OK,
HPE Edgeline EL300 Converged Edge System a00056114enw.pdf,False,True,REVIEW_DESCRIPTION_ONLY,"Processor description text found, but no short model code could be parsed from it (common for older pre-2010 QuickSpecs that describe processors in prose, e.g. 'Intel Xeon 3.0 GHz processor standard', with no distinct model number). Description is available; processor short-code is not."
HPE Edgeline EL4000 Converged Edge System QuickSpecs_20260522113359.pdf,True,True,OK,
HPE Edgeline EL8000 Converged Edge System a00067727enw.pdf,False,True,REVIEW_DESCRIPTION_ONLY,"Processor description text found, but no short model code could be parsed from it (common for older pre-2010 QuickSpecs that describe processors in prose, e.g. 'Intel Xeon 3.0 GHz processor standard', with no distinct model number). Description is available; processor short-code is not."
HPE Edgeline EL8000t Converged Edge System a00073755enw.pdf,False,True,REVIEW_DESCRIPTION_ONLY,"Processor description text found, but no short model code could be parsed from it (common for older pre-2010 QuickSpecs that describe processors in prose, e.g. 'Intel Xeon 3.0 GHz processor standard', with no distinct model number). Description is available; processor short-code is not."
HPE Edgeline Solid State Drives QuickSpecs_20260522113823.pdf,False,False,NOT_A_COMPUTE_PRODUCT,"No processor-related keyword found anywhere in document (likely a storage/networking/switch product with no CPU section) - expected, not a defect."
HPE GL10 IoT Gateway Series QuickSpecs_20260522113531.pdf,False,True,REVIEW_DESCRIPTION_ONLY,"Processor description text found, but no short model code could be parsed from it (common for older pre-2010 QuickSpecs that describe processors in prose, e.g. 'Intel Xeon 3.0 GHz processor standard', with no distinct model number). Description is available; processor short-code is not."
HPE GL20 IoT Gateway Series QuickSpecs_20260522113342.pdf,False,True,REVIEW_DESCRIPTION_ONLY,"Processor description text found, but no short model code could be parsed from it (common for older pre-2010 QuickSpecs that describe processors in prose, e.g. 'Intel Xeon 3.0 GHz processor standard', with no distinct model number). Description is available; processor short-code is not."
HPE Integrity BL860c i4 Server Blade c04111441.pdf,True,True,OK,
HPE Integrity BL860c i6 Server Blade QuickSpecs_20260522113244.pdf,True,True,OK,
HPE Integrity BL870c i4 Server Blade QuickSpecs_20260522113416.pdf,True,True,OK,
HPE Integrity BL870c i6 Server Blade a00005204enw.pdf,True,True,OK,
HPE Integrity BL890c i4 Server Blade QuickSpecs_20260522113339.pdf,True,True,OK,
HPE Integrity BL890c i6 Server Blade a00005205enw.pdf,True,True,OK,
HPE Integrity MC990 X Server c04912781.pdf,True,True,OK,
HPE Integrity Superdome 2 QuickSpecs_20260522113722.pdf,True,True,OK,
HPE Integrity Superdome X QuickSpecs_20260522113611.pdf,True,True,OK,
HPE Integrity rx2800 i2 Server c04111594.pdf,True,True,OK,
HPE Integrity rx2800 i4 Server c04111437.pdf,True,True,OK,
HPE Machine Learning Development System QuickSpecs_20260522113037.pdf,True,True,OK,
HPE ProLiant BL420c Gen8 Server Blade North America version c04128169.pdf,True,True,OK,
HPE ProLiant BL420c Gen8 Server Blade QuickSpecs_20260522113506.pdf,True,True,OK,
HPE ProLiant BL460c Gen9 Server Blade - Carrier Grade Supplement QuickSpecs_20260522113422.pdf,True,True,OK,
HPE ProLiant BL460c Gen9 Server Blade QuickSpecs_20260522113511.pdf,True,True,OK,
HPE ProLiant BL465c Gen8 Server Blade North America version c04128168.pdf,True,True,OK,
HPE ProLiant BL465c Gen8 Server Blade c04222526.pdf,True,True,OK,
HPE ProLiant BL660c Gen8 Server Blade North America version c04128116.pdf,True,True,OK,
HPE ProLiant BL660c Gen8 Server Blade c04123155.pdf,True,True,OK,
HPE ProLiant BL660c Gen9 Server Blade  North America version QuickSpecs_20260522113605.pdf,True,True,OK,
HPE ProLiant Compute DL110 Gen12 QuickSpecs_20260522113023.pdf,True,True,OK,
HPE ProLiant Compute DL320 Gen12 QuickSpecs_20260522113040.pdf,True,True,OK,
HPE ProLiant Compute DL340 Gen12-a50004261enw.pdf,True,True,OK,
HPE ProLiant Compute DL345 Gen12 QuickSpecs_20260522113055.pdf,True,True,OK,
HPE ProLiant Compute DL360 Gen12 QuickSpecs_20260522113042.pdf,True,True,OK,
HPE ProLiant Compute DL380 Gen12-a00073551enw.pdf,True,True,OK,
HPE ProLiant Compute DL380a Gen12-a00047453enw.pdf,True,True,OK,
HPE ProLiant Compute DL384 Gen12 QuickSpecs_20260522113110.pdf,True,True,OK,
HPE ProLiant Compute DL384 Gen12 data sheet-PSN1014835194WWEN.pdf,True,True,OK,
HPE ProLiant Compute DL580 Gen12 QuickSpecs_20260522113005.pdf,True,True,OK,
HPE ProLiant Compute ML350 Gen12 QuickSpecs_20260522113002.pdf,True,True,OK,
HPE ProLiant Compute XD230 QuickSpecs_20260522113026.pdf,True,True,OK,
HPE ProLiant Compute XD680 QuickSpecs_20260522113212.pdf,True,True,OK,
HPE ProLiant Compute XD685 QuickSpecs_20260522113043.pdf,True,True,OK,
HPE ProLiant DL110 Gen10 Plus - Carrier Grade Supplement QuickSpecs_20260522113211.pdf,True,True,OK,
HPE ProLiant DL110 Gen10 Plus Telco server a50002566enw.pdf,True,True,OK,
HPE ProLiant DL110 Gen11 - Carrier Grade Supplement QuickSpecs_20260522113135.pdf,True,True,OK,
HPE ProLiant DL110 Gen11 QuickSpecs_20260522113008.pdf,True,True,OK,
HPE ProLiant DL120 Generation9 (Gen9) North America version c04447808.pdf,True,True,OK,
HPE ProLiant DL120 Generation9 Gen9 QuickSpecs_20260522113603.pdf,True,True,OK,
HPE ProLiant DL145 Gen11 QuickSpecs_20260522113059.pdf,True,True,OK,
HPE ProLiant DL160 Gen10 Server a00021860enw.pdf,True,True,OK,
HPE ProLiant DL160 Generation 8 (Gen8) c04123162.pdf,True,True,OK,
HPE ProLiant DL160 Generation9 (Gen9) North America version c04375607.pdf,True,True,OK,
HPE ProLiant DL160 Generation9 Gen9 QuickSpecs_20260522113321.pdf,True,True,OK,
HPE ProLiant DL180 Gen10 Server a00021862enw.pdf,True,True,OK,
HPE ProLiant DL180 Generation9 (Gen9) North America version c04375610.pdf,True,True,OK,
HPE ProLiant DL180 Generation9 Gen9 QuickSpecs_20260522113446.pdf,True,True,OK,
HPE ProLiant DL20 Gen10 Plus server a50002583enw.pdf,True,True,OK,
HPE ProLiant DL20 Gen10 Server a00053820enw.pdf,True,True,OK,
HPE ProLiant DL20 Gen11 a50007009enw.pdf,True,True,OK,
HPE ProLiant DL320 Gen11 a50004315enw.pdf,True,True,OK,
HPE ProLiant DL320e Generation 8 (Gen8) v2 North America version c04128107.pdf,True,True,OK,
HPE ProLiant DL320e Generation 8 (Gen8) v2 c04123146.pdf,True,True,OK,
HPE ProLiant DL325 Gen10 Plus Server QuickSpecs_20260522113513.pdf,True,True,OK,
HPE ProLiant DL325 Gen10 Plus v2 server a50002564enw.pdf,True,True,OK,
HPE ProLiant DL325 Gen10 Server QuickSpecs_20260522113412.pdf,True,True,OK,
HPE ProLiant DL325 Gen11 a50004297enw.pdf,True,True,OK,
HPE ProLiant DL345 Gen10 Plus server a50002557enw.pdf,True,True,OK,
HPE ProLiant DL345 Gen11 a50004298enw.pdf,True,True,OK,
HPE ProLiant DL360 Gen10 Plus Carrier Grade Supplement a50004310enw.pdf,True,True,OK,
HPE ProLiant DL360 Gen10 Plus server QuickSpecs_20260522113154.pdf,True,True,OK,
HPE ProLiant DL360 Gen10 Server a00008159enw.pdf,True,True,OK,
HPE ProLiant DL360 Gen11 Carrier Grade Supplement a50007021enw.pdf,True,True,OK,
HPE ProLiant DL360 Gen11 a50004306enw.pdf,True,True,OK,
HPE ProLiant DL360 Gen9 Server QuickSpecs_20260522113714.pdf,True,True,OK,
HPE ProLiant DL360 Generation9 (Gen9) Carrier Grade Supplement c04772926.pdf,True,True,OK,
HPE ProLiant DL365 Gen10 Plus - Carrier Grade Supplement QuickSpecs_20260522113845.pdf,True,True,OK,
HPE ProLiant DL365 Gen10 Plus server QuickSpecs_20260522113153.pdf,True,True,OK,
HPE ProLiant DL365 Gen11 a50004299enw.pdf,True,True,OK,
HPE ProLiant DL380 Gen10 Carrier Grade Server QuickSpecs_20260522113747.pdf,True,True,OK,
HPE ProLiant DL380 Gen10 Plus Carrier Grade Supplement a50004314enw.pdf,True,True,OK,
HPE ProLiant DL380 Gen10 Plus Server QuickSpecs_20260522112959.pdf,True,True,OK,
HPE ProLiant DL380 Gen10 Server QuickSpecs_20260522113142.pdf,True,True,OK,
HPE ProLiant DL380 Gen11 - Carrier Grade Supplement QuickSpecs_20260522113130.pdf,True,True,OK,
HPE ProLiant DL380 Gen11 a50004307enw.pdf,True,True,OK,
HPE ProLiant DL380 Gen9 Server QuickSpecs_20260522113818.pdf,True,True,OK,
HPE ProLiant DL380 Generation9 (Gen9) Carrier Grade Supplement c04772942.pdf,True,True,OK,
HPE ProLiant DL380a Gen11 a50004309enw.pdf,True,True,OK,
HPE ProLiant DL385 Gen10 Plus Server QuickSpecs_20260522113408.pdf,True,True,OK,
HPE ProLiant DL385 Gen10 Plus v2 Carrier Grade Supplement a50004296enw.pdf,True,True,OK,
HPE ProLiant DL385 Gen10 Plus v2 server a50002560enw.pdf,True,True,OK,
HPE ProLiant DL385 Gen10 Server North America version a00026913enus.pdf,True,True,OK,
HPE ProLiant DL385 Gen10 Server a00026913enw.pdf,True,True,OK,
HPE ProLiant DL385 Gen11 a50004300enw.pdf,True,True,OK,
HPE ProLiant DL385p Generation 8 (Gen8)-c04222529.pdf,True,True,OK,
HPE ProLiant DL560 Gen10 Server QuickSpecs_20260522113741.pdf,True,True,OK,
HPE ProLiant DL560 Gen11 QuickSpecs_20260522113006.pdf,True,True,OK,
HPE ProLiant DL560 Gen8  North America version QuickSpecs_20260522113315.pdf,True,True,OK,
HPE ProLiant DL560 Gen8 QuickSpecs_20260522113319.pdf,True,True,OK,
HPE ProLiant DL560 Generation9 (Gen9) c04601214.pdf,True,True,OK,
HPE ProLiant DL560 Generation9 Gen9 â North America version QuickSpecs_20260522113318.pdf,True,True,OK,
HPE ProLiant DL580 Gen10 Server QuickSpecs_20260522113514.pdf,True,True,OK,
HPE ProLiant DL580 Gen8 North America version c04199329.pdf,True,True,OK,
HPE ProLiant DL580 Gen8 c04200246.pdf,True,True,OK,
HPE ProLiant DL60 Generation9 (Gen9) c04447824.pdf,True,True,OK,
HPE ProLiant DL80 Generation9 Gen9 QuickSpecs_20260522113253.pdf,True,True,OK,
HPE ProLiant DX170r Gen10 Server a00073561enw.pdf,True,True,OK,
HPE ProLiant DX190r Gen10 Server a00073752enw.pdf,True,True,OK,
HPE ProLiant DX320 Gen11 QuickSpecs_20260522113019.pdf,True,True,OK,
HPE ProLiant DX360 Gen10 Plus server a50002577enw.pdf,True,True,OK,
HPE ProLiant DX360 Gen10 Server a00073753enw.pdf,True,True,OK,
HPE ProLiant DX360 Gen11 QuickSpecs_20260522113020.pdf,True,True,OK,
HPE ProLiant DX365 Gen11 a50006975enw.pdf,True,True,OK,
HPE ProLiant DX380 Gen10 Plus server a50002578enw.pdf,True,True,OK,
HPE ProLiant DX380 Gen10 Server QuickSpecs_20260522113805.pdf,True,True,OK,
HPE ProLiant DX380 Gen11 QuickSpecs_20260522113022.pdf,True,True,OK,
HPE ProLiant DX380a Gen11 a50007024enw.pdf,True,True,OK,
HPE ProLiant DX385 Gen10 Plus Server a00056112enw.pdf,True,True,OK,
HPE ProLiant DX385 Gen11 QuickSpecs_20260522113016.pdf,True,True,OK,
HPE ProLiant DX4120 Gen11 a50007025enw.pdf,True,True,OK,
HPE ProLiant DX4200 Gen10 server a00073547enw.pdf,True,True,OK,
HPE ProLiant DX560 Gen10 Server a00073550enw.pdf,True,True,OK,
HPE ProLiant DX560 Gen11 QuickSpecs_20260522113013.pdf,True,True,OK,
HPE ProLiant DX910 Server Blade QuickSpecs_20260522113619.pdf,True,True,OK,
HPE ProLiant Easy Connect Managed Hybrid Servers  North America version QuickSpecs_20260522113447.pdf,True,True,OK,
HPE ProLiant Easy Connect Managed Hybrid Servers QuickSpecs_20260522113404.pdf,True,True,OK,
HPE ProLiant ML10 Generation9 (Gen9) North America version c04922962.pdf,True,True,OK,
HPE ProLiant ML10 Generation9 Gen9 QuickSpecs_20260522113217.pdf,True,True,OK,
HPE ProLiant ML10 v2 Server North America version c04567802.pdf,True,True,OK,
HPE ProLiant ML10 v2 Server c04567801.pdf,True,True,OK,
HPE ProLiant ML110 Gen10 Server a00021851enw.pdf,True,True,OK,
HPE ProLiant ML110 Gen11 QuickSpecs_20260522113108.pdf,True,True,OK,
HPE ProLiant ML110 Generation9 (Gen9) North America version c04545445.pdf,True,True,OK,
HPE ProLiant ML110 Generation9 (Gen9) c04545452.pdf,True,True,OK,
HPE ProLiant ML150 Generation9 (Gen9) North America version c04447841.pdf,True,True,OK,
HPE ProLiant ML150 Generation9 (Gen9) c04447843.pdf,True,True,OK,
HPE ProLiant ML30 Gen10 Plus server a50002590enw.pdf,True,True,OK,
HPE ProLiant ML30 Gen10 Server a00053821enw.pdf,True,True,OK,
HPE ProLiant ML30 Gen11 QuickSpecs_20260522113125.pdf,True,True,OK,
HPE ProLiant ML30 Gen9 Server c04834991.pdf,True,True,OK,
HPE ProLiant ML310e Generation 8 (Gen8) v2 North America version c04128133.pdf,True,True,OK,
HPE ProLiant ML310e Generation 8 (Gen8) v2 c04123183.pdf,True,True,OK,
HPE ProLiant ML350 Gen10 Server QuickSpecs_20260522113156.pdf,True,True,OK,
HPE ProLiant ML350 Gen10 Server â North America version QuickSpecs_20260522113831.pdf,True,True,OK,
HPE ProLiant ML350 Gen11 a50004308enw.pdf,True,True,OK,
HPE ProLiant ML350 Generation9 Gen9 QuickSpecs_20260522113249.pdf,True,True,OK,
HPE ProLiant ML350 Generation9 Gen9 â North America version QuickSpecs_20260522113356.pdf,True,True,OK,
HPE ProLiant MicroServer Gen10 Plus QuickSpecs_20260522113151.pdf,True,True,OK,
HPE ProLiant MicroServer Gen10 Plus v2 QuickSpecs_20260522113148.pdf,True,True,OK,
HPE ProLiant MicroServer Gen10 a00008701enw.pdf,False,True,REVIEW_DESCRIPTION_ONLY,"Processor description text found, but no short model code could be parsed from it (common for older pre-2010 QuickSpecs that describe processors in prose, e.g. 'Intel Xeon 3.0 GHz processor standard', with no distinct model number). Description is available; processor short-code is not."
HPE ProLiant MicroServer Gen11 a50007028enw.pdf,True,True,OK,
HPE ProLiant MicroServer Generation 8 (Gen8) c04123182.pdf,True,True,OK,
HPE ProLiant RL300 Gen11 QuickSpecs_20260522113140.pdf,True,True,OK,
HPE ProLiant SL270s Generation 8 (Gen8) c04123204.pdf,True,True,OK,
