brand,server_name,server_url,server_model,product_name,server_type,processor,memory,storage,networking,expansion,compatibility,important_configuration_notes,specifications_json,parts_found,status
Kingston,ABIT- BD7II/ BD7II RAID Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/12267/abit-bd7ii-bd7ii-raid-motherboard,BD7II/ BD7II RAID Motherboard,ABIT - BD7II/ BD7II RAID Motherboard,Motherboard,"[""Intel Pentium 4 SiS 645"", ""Intel Pentium 4 Intel 845E""]",Standard: 0 MB (Removable); Maximum: 2 GB,Bus Architecture: PCI,,"[""3 Socket(s)""]","[""Virtually any configuration up to 2.0GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB""}, ""Storage"": {""Bus Architecture"": ""PCI""}, ""Expansions"": {""Details"": [""3 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium 4 SiS 645"", ""Intel Pentium 4 Intel 845E""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 2.0GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]}}",4,extracted
Kingston,ABIT- BG7 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/12269/abit-bg7-motherboard,BG7 Motherboard,ABIT - BG7 Motherboard,Motherboard,"[""Intel Pentium 4 Intel 845G""]",Standard: 0 MB (Removable); Maximum: 2 GB,Bus Architecture: PCI,,"[""3 Socket(s)""]","[""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB""}, ""Storage"": {""Bus Architecture"": ""PCI""}, ""Expansions"": {""Details"": [""3 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium 4 Intel 845G""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]}}",4,extracted
Kingston,ABIT- IT7 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/12270/abit-it7-motherboard,IT7 Motherboard,ABIT - IT7 Motherboard,Motherboard,"[""Intel Pentium 4 Intel 845E""]",Standard: 0 MB (Removable); Maximum: 2 GB,Bus Architecture: PCI,,"[""3 Socket(s)""]","[""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]","[""This motherboard only supports 4 Banks of Memory. If double sided DIMMs are used the 3rd socket is disabled."", ""ECC and non-ECC modules CANNOT be mixed.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB""}, ""Storage"": {""Bus Architecture"": ""PCI""}, ""Expansions"": {""Details"": [""3 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium 4 Intel 845E""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""This motherboard only supports 4 Banks of Memory. If double sided DIMMs are used the 3rd socket is disabled."", ""ECC and non-ECC modules CANNOT be mixed.""]}}",8,extracted
Kingston,ABIT- KR7A-133R (ATA133) Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/12220/abit-kr7a-133r-ata133-motherboard,KR7A-133R (ATA133) Motherboard,ABIT - KR7A-133R (ATA133) Motherboard,Motherboard,"[""AMD Athlon XP VIA Apollo KT266A (VT8366A)""]",Standard: 0 MB (Removable); Maximum: 3 GB using unbuffered DDR modules,Bus Architecture: PCI,,"[""4 Socket(s)""]","[""Virtually any configuration up to 3GB can be reached using any combination of Kingston's 512MB and 1GB unbuffered modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""3 GB using unbuffered DDR modules""}, ""Storage"": {""Bus Architecture"": ""PCI""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon XP VIA Apollo KT266A (VT8366A)""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 3GB can be reached using any combination of Kingston's 512MB and 1GB unbuffered modules.""]}}",4,extracted
Kingston,ABIT- BW7/BW7-RAID/BL7/BL7-RAID Motherboards,https://www.kingston.com/en/memory/search/discontinuedmodel/11403/abit-bw7-bw7-raid-bl7-bl7-raid-motherboards,BW7/BW7-RAID/BL7/BL7-RAID Motherboards,ABIT - BW7/BW7-RAID/BL7/BL7-RAID Motherboards,,"[""Intel Pentium 4 (N/A)""]",Standard: 0 MB (Removable); Maximum: 1.5 GB with current Kingston product,Bus Architecture: AGP / PCI,,"[""3 Socket(s)""]","[""Virtually any configuration up to 1.5GB can be reached using any combination of Kingston's 256 and 512MB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""1.5 GB with current Kingston product""}, ""Storage"": {""Bus Architecture"": ""AGP / PCI""}, ""Expansions"": {""Details"": [""3 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium 4 (N/A)""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 1.5GB can be reached using any combination of Kingston's 256 and 512MB modules.""]}}",7,extracted
Kingston,ABIT- KR7A - RAID Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/11439/abit-kr7a-raid-motherboard,KR7A - RAID Motherboard,ABIT - KR7A - RAID Motherboard,Motherboard,"[""AMD Athlon VIA Apollo KT266A (VT8366A)"", ""AMD Athlon XP VIA Apollo KT266A (VT8366A)"", ""AMD Duron VIA Apollo KT266A (VT8366A)""]",Standard: 0 MB (Removable); Maximum: 3 GB,Bus Architecture: AGP / PCI,,"[""4 Socket(s)""]","[""Virtually any configuration up to 3GB can be reached using any comnbination of Kingston's 512MB and 1GB modules.""]","[""This system only supports 6 banks of unbuffered memory. If three double-sided DIMMs are used, the 4th socket is disabled."", ""This board supports both ECC and non-ECC SDRAM. When mixing ECC and non-ECC modules, the system will not perform the ECC function.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""3 GB""}, ""Storage"": {""Bus Architecture"": ""AGP / PCI""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon VIA Apollo KT266A (VT8366A)"", ""AMD Athlon XP VIA Apollo KT266A (VT8366A)"", ""AMD Duron VIA Apollo KT266A (VT8366A)""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 3GB can be reached using any comnbination of Kingston's 512MB and 1GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""This system only supports 6 banks of unbuffered memory. If three double-sided DIMMs are used, the 4th socket is disabled."", ""This board supports both ECC and non-ECC SDRAM. When mixing ECC and non-ECC modules, the system will not perform the ECC function.""]}}",8,extracted
Kingston,ABIT- BM6 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/9783/abit-bm6-motherboard,BM6 Motherboard,ABIT - BM6 Motherboard,Motherboard,,Standard: 0 MB (Removable); Maximum: 768 MB,Bus Architecture: AGP / ISA / PCI,,"[""3 Socket(s)""]","[""Virtually any configuration up to 768MB can be reached using Kingston's 256MB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""768 MB""}, ""Storage"": {""Bus Architecture"": ""AGP / ISA / PCI""}, ""Expansions"": {""Details"": [""3 Socket(s)""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 768MB can be reached using Kingston's 256MB modules.""]}}",6,extracted
Kingston,ABIT- BH6 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/9784/abit-bh6-motherboard,BH6 Motherboard,ABIT - BH6 Motherboard,Motherboard,"[""Intel Pentium III (N/A)""]",Standard: 0 MB (Removable); Maximum: 768 MB,Bus Architecture: AGP / ISA / PCI,,"[""3 Socket(s)""]","[""Virtually any configuration up to 768MB can be reached using Kingston's 256MB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""768 MB""}, ""Storage"": {""Bus Architecture"": ""AGP / ISA / PCI""}, ""Expansions"": {""Details"": [""3 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium III (N/A)""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 768MB can be reached using Kingston's 256MB modules.""]}}",6,extracted
Kingston,ABIT- VH6 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/9785/abit-vh6-motherboard,VH6 Motherboard,ABIT - VH6 Motherboard,Motherboard,"[""Intel Pentium III VIA 694X""]",Standard: 0 MB (Removable); Maximum: 1.5 GB,Bus Architecture: AGP / AMR / ISA / PCI,,"[""3 Socket(s)""]","[""Virtually any configuration up to 1.5GB can be reached using any combination of Kingston's 256 and 512MB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""1.5 GB""}, ""Storage"": {""Bus Architecture"": ""AGP / AMR / ISA / PCI""}, ""Expansions"": {""Details"": [""3 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium III VIA 694X""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 1.5GB can be reached using any combination of Kingston's 256 and 512MB modules.""]}}",8,extracted
Kingston,ABIT- SE6 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/9786/abit-se6-motherboard,SE6 Motherboard,ABIT - SE6 Motherboard,Motherboard,"[""Intel Pentium III (N/A)""]",Standard: 0 MB (Removable); Maximum: 512 MB,Bus Architecture: AGP / PCI,,"[""3 Socket(s)""]","[""Virtually any configuration up to 512MB can be reached using Kingston's 256MB modules.""]","[""Although it is physically possible to install more memory, the system will only recognize 512MB maximum."", ""This system only supports 4 banks of memory. If two double sided DIMMs are used, the 3rd socket is disabled.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""512 MB""}, ""Storage"": {""Bus Architecture"": ""AGP / PCI""}, ""Expansions"": {""Details"": [""3 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium III (N/A)""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 512MB can be reached using Kingston's 256MB modules.""]}, ""Important Configuration Notes"": {""Details"": [""Although it is physically possible to install more memory, the system will only recognize 512MB maximum."", ""This system only supports 4 banks of memory. If two double sided DIMMs are used, the 3rd socket is disabled.""]}}",5,extracted
Kingston,ABIT- LX6 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/9787/abit-lx6-motherboard,LX6 Motherboard,ABIT - LX6 Motherboard,Motherboard,"[""Intel Pentium II (N/A)""]",Standard: 0 MB (Removable); Maximum: 512 MB,Bus Architecture: AGP / ISA / PCI,,"[""4 Socket(s)""]","[""Virtually any configuration up to 512MB can be reached using any combination of Kingston's 64 and 128MB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""512 MB""}, ""Storage"": {""Bus Architecture"": ""AGP / ISA / PCI""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium II (N/A)""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 512MB can be reached using any combination of Kingston's 64 and 128MB modules.""]}}",4,extracted
Kingston,ABIT- KA7 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/9788/abit-ka7-motherboard,KA7 Motherboard,ABIT - KA7 Motherboard,Motherboard,"[""AMD Athlon (N/A)""]",Standard: 0 MB (Removable); Maximum: 2 GB,Bus Architecture: AGP / ISA / PCI,,"[""4 Socket(s)""]","[""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 256 and 512MB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB""}, ""Storage"": {""Bus Architecture"": ""AGP / ISA / PCI""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon (N/A)""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 256 and 512MB modules.""]}}",8,extracted
Kingston,ABIT- VT6X4 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/9789/abit-vt6x4-motherboard,VT6X4 Motherboard,ABIT - VT6X4 Motherboard,Motherboard,"[""Intel Pentium III VIA 694X""]",Standard: 0 MB (Removable); Maximum: 1.5 GB,Bus Architecture: AGP / ISA / PCI,,"[""3 Socket(s)""]","[""Virtually any configuration up to 1.5GB can be reached using any combination of Kingston's 256 and 512MB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""1.5 GB""}, ""Storage"": {""Bus Architecture"": ""AGP / ISA / PCI""}, ""Expansions"": {""Details"": [""3 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium III VIA 694X""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 1.5GB can be reached using any combination of Kingston's 256 and 512MB modules.""]}}",8,extracted
Kingston,ABIT- VL6 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/10142/abit-vl6-motherboard,VL6 Motherboard,ABIT - VL6 Motherboard,Motherboard,"[""Intel Pentium III (N/A)""]",Standard: 0 MB (Removable); Maximum: 1.5 GB,Bus Architecture: AGP / AMR / ISA / PCI,,"[""3 Socket(s)""]","[""Virtually any configuration up to 1.5GB can be reached using any combination of Kingston's 256 and 512MB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""1.5 GB""}, ""Storage"": {""Bus Architecture"": ""AGP / AMR / ISA / PCI""}, ""Expansions"": {""Details"": [""3 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium III (N/A)""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 1.5GB can be reached using any combination of Kingston's 256 and 512MB modules.""]}}",8,extracted
Kingston,ABIT- SL6 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/10143/abit-sl6-motherboard,SL6 Motherboard,ABIT - SL6 Motherboard,Motherboard,"[""Intel Pentium III Intel 815e""]",Standard: 0 MB (Removable); Maximum: 512 MB,Bus Architecture: AGP / PCI,,"[""3 Socket(s)""]","[""Virtually any configuration up to 512MB can be reached using Kingston's 256MB modules.""]","[""Although it is physically possible to install more memory, the system will only recognize 512MB maximum."", ""This system only supports 4 banks of memory. If two double sided DIMMs are used, the 3rd socket is disabled.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""512 MB""}, ""Storage"": {""Bus Architecture"": ""AGP / PCI""}, ""Expansions"": {""Details"": [""3 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium III Intel 815e""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 512MB can be reached using Kingston's 256MB modules.""]}, ""Important Configuration Notes"": {""Details"": [""Although it is physically possible to install more memory, the system will only recognize 512MB maximum."", ""This system only supports 4 banks of memory. If two double sided DIMMs are used, the 3rd socket is disabled.""]}}",5,extracted
Kingston,ABIT- BX6 2.0 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/10147/abit-bx6-2-0-motherboard,BX6 2.0 Motherboard,ABIT - BX6 2.0 Motherboard,Motherboard,"[""Intel Pentium III (N/A)""]",Standard: 0 MB (Removable); Maximum: 1 GB,Bus Architecture: AGP / ISA / PCI,,"[""4 Socket(s)""]","[""Virtually any configuration up to 1GB can be reached using Kingston's 256MB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""1 GB""}, ""Storage"": {""Bus Architecture"": ""AGP / ISA / PCI""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium III (N/A)""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 1GB can be reached using Kingston's 256MB modules.""]}}",6,extracted
Kingston,ABIT- BX6 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/10149/abit-bx6-motherboard,BX6 Motherboard,ABIT - BX6 Motherboard,Motherboard,"[""Intel Pentium II (N/A)""]",Standard: 0 MB (Removable); Maximum: 1 GB,Bus Architecture: AGP / ISA / PCI,,"[""4 Socket(s)""]","[""Virtually any configuration up to 1GB can be reached using Kingston's 256MB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""1 GB""}, ""Storage"": {""Bus Architecture"": ""AGP / ISA / PCI""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium II (N/A)""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 1GB can be reached using Kingston's 256MB modules.""]}}",6,extracted
Kingston,ABIT- AH6 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/10151/abit-ah6-motherboard,AH6 Motherboard,ABIT - AH6 Motherboard,Motherboard,"[""Intel Pentium II (N/A)""]",Standard: 0 MB (Removable); Maximum: 384 MB,Bus Architecture: AGP / ISA / PCI,,"[""3 Socket(s)""]","[""Virtually any configuration up to 384MB can be reached using any combination of Kingston's 64 and 128MB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""384 MB""}, ""Storage"": {""Bus Architecture"": ""AGP / ISA / PCI""}, ""Expansions"": {""Details"": [""3 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium II (N/A)""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 384MB can be reached using any combination of Kingston's 64 and 128MB modules.""]}}",4,extracted
Kingston,ABIT- SA6R Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/10152/abit-sa6r-motherboard,SA6R Motherboard,ABIT - SA6R Motherboard,Motherboard,"[""Intel Pentium II Intel 815e""]",Standard: 0 MB (Removable); Maximum: 512 MB,Bus Architecture: AGP / PCI,,"[""4 Socket(s)""]","[""Virtually any configuration up to 512MB can be reached using Kingston's 256MB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""512 MB""}, ""Storage"": {""Bus Architecture"": ""AGP / PCI""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium II Intel 815e""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 512MB can be reached using Kingston's 256MB modules.""]}}",5,extracted
Kingston,ABIT- SH6 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/10153/abit-sh6-motherboard,SH6 Motherboard,ABIT - SH6 Motherboard,Motherboard,"[""Intel Pentium II Intel 815e""]",Standard: 0 MB (Removable); Maximum: 512 MB,Bus Architecture: AGP / PCI,,"[""4 Socket(s)""]","[""Virtually any configuration up to 512MB can be reached using Kingston's 256MB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""512 MB""}, ""Storage"": {""Bus Architecture"": ""AGP / PCI""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium II Intel 815e""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 512MB can be reached using Kingston's 256MB modules.""]}}",5,extracted
Kingston,ABIT- BE7/BE7-RAID Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/13224/abit-be7-be7-raid-motherboard,BE7/BE7-RAID Motherboard,ABIT - BE7/BE7-RAID Motherboard,Motherboard,"[""Intel Pentium 4 Intel 845PE""]",Standard: 0 MB (Removable); Maximum: 2 GB,Bus Architecture: PCI,,"[""3 Socket(s)""]","[""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]","[""This motherboard only supports 4 banks of memory. If double sided DIMMs are used, the 3rd socket is disabled."", ""Although it is physically possible to install more memory, the system will only recognize 2GB maximum.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB""}, ""Storage"": {""Bus Architecture"": ""PCI""}, ""Expansions"": {""Details"": [""3 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium 4 Intel 845PE""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""This motherboard only supports 4 banks of memory. If double sided DIMMs are used, the 3rd socket is disabled."", ""Although it is physically possible to install more memory, the system will only recognize 2GB maximum.""]}}",8,extracted
Kingston,ABIT- AS8-V Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/19976/abit-as8-v-motherboard,AS8-V Motherboard,ABIT - AS8-V Motherboard,Motherboard,"[""Intel Celeron D Intel 865PE"", ""Intel Pentium 4 Intel 865PE""]",Standard: 0 MB (Removable); Maximum: 4 GB,Bus Architecture: AGP / PCI,,"[""4 Socket(s)""]","[""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""4 GB""}, ""Storage"": {""Bus Architecture"": ""AGP / PCI""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Celeron D Intel 865PE"", ""Intel Pentium 4 Intel 865PE""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]}}",8,extracted
Kingston,ABIT- KD7-B/KD7-G/KD7-S Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/13848/abit-kd7-b-kd7-g-kd7-s-motherboard,KD7-B/KD7-G/KD7-S Motherboard,ABIT - KD7-B/KD7-G/KD7-S Motherboard,Motherboard,"[""AMD Athlon XP VIA Apollo KT400 (VT8377)""]",Standard: 0 MB (Removable); Maximum: 512 MB using 400MHz DDR modules / 2 GB using 333MHz DDR modules / 3 GB using 266MHz DDR modules,Bus Architecture: PCI,,"[""4 Socket(s)""]",Using 400MHz DDR modules:: Supports only one 512MB (double bank) module.; Using 333MHz DDR modules:: Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.; Using 266MHz DDR modules:: Virtually any configuration up to 3GB can be reached using any combination of Kingston's 512MB and 1GB modules.,,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""512 MB using 400MHz DDR modules / 2 GB using 333MHz DDR modules / 3 GB using 266MHz DDR modules""}, ""Storage"": {""Bus Architecture"": ""PCI""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon XP VIA Apollo KT400 (VT8377)""]}, ""Upgrade Path"": {""Using 400MHz DDR modules:"": ""Supports only one 512MB (double bank) module."", ""Using 333MHz DDR modules:"": ""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules."", ""Using 266MHz DDR modules:"": ""Virtually any configuration up to 3GB can be reached using any combination of Kingston's 512MB and 1GB modules.""}}",10,extracted
Kingston,ABIT- IS7/IS7-E Motherboards,https://www.kingston.com/en/memory/search/discontinuedmodel/15665/abit-is7-is7-e-motherboards,IS7/IS7-E Motherboards,ABIT - IS7/IS7-E Motherboards,,"[""Intel Celeron Intel 865PE"", ""Intel Pentium 4 Intel 865PE""]",Standard: 0 MB (Removable); Maximum: 4 GB,Bus Architecture: AGP / PCI,,"[""4 Socket(s)""]","[""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""4 GB""}, ""Storage"": {""Bus Architecture"": ""AGP / PCI""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Celeron Intel 865PE"", ""Intel Pentium 4 Intel 865PE""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]}}",8,extracted
Kingston,ABIT- NF7-S (version 1.0) Motherboard,https://www.kingston.com/en/memory/search/model/16951/abit-nf7-s-version-1-0-motherboard,NF7-S (version 1.0) Motherboard,ABIT - NF7-S (version 1.0) Motherboard,Motherboard,"[""AMD Athlon XP Nvidia nForce2""]",Standard: 0 MB (Removable); Maximum: 3 GB,Bus Architecture: PCI / SSD - SATA 2.5-inch 9.5mm,,"[""3 Socket(s)""]","[""Virtually any configuration up to 3GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode."", ""Kingston offers 'K2' kit part numbers for Dual Channel mode.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""3 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""3 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon XP Nvidia nForce2""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 3GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode."", ""Kingston offers 'K2' kit part numbers for Dual Channel mode.""]}}",49,extracted
Kingston,ABIT- LG-95Z Motherboard,https://www.kingston.com/en/memory/search/model/35407/abit-lg-95z-motherboard,LG-95Z Motherboard,ABIT - LG-95Z Motherboard,Motherboard,"[""Intel Celeron D Intel 945GZ"", ""Intel Pentium 4 Intel 945GZ"", ""Intel Pentium D Intel 945GZ""]",Standard: 0 MB (Removable); Maximum: 2 GB,Bus Architecture: PCI / PCI-X / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""2 Socket(s)""]","[""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 256, 512MB, and 1GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode."", ""Kingston offers 'K2' kit part numbers for Dual Channel mode.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI-X / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""2 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Celeron D Intel 945GZ"", ""Intel Pentium 4 Intel 945GZ"", ""Intel Pentium D Intel 945GZ""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 256, 512MB, and 1GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode."", ""Kingston offers 'K2' kit part numbers for Dual Channel mode.""]}}",43,extracted
Kingston,ABIT- IB-11 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/17430/abit-ib-11-motherboard,IB-11 Motherboard,ABIT - IB-11 Motherboard,Motherboard,"[""Intel Pentium 4 Intel 845GE""]",Standard: 0 MB (Removable); Maximum: 2 GB,Bus Architecture: AGP / PCI,,"[""2 Socket(s)""]","[""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB""}, ""Storage"": {""Bus Architecture"": ""AGP / PCI""}, ""Expansions"": {""Details"": [""2 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium 4 Intel 845GE""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]}}",8,extracted
